# Antenna elements layout
# Station label: stn.500.N14-6
# Number of antennas: 256
# Station diameter: 35.00 [m]
# Antenna minimum separation: 1.50 [m]
# X[m]  Y[m]
1.039607690133408369e+01 -1.211778606219455412e+01
-1.293639695969518577e+01 -5.814058435929860380e+00
-6.844046253302899174e+00 4.030042650804215754e+00
3.163321288930049491e+00 -1.568470041676214244e+01
-1.356975832612832278e-01 1.525133138091145923e+00
3.443728674827088554e+00 -1.001076916778302106e+01
-1.573645441618990759e+01 -1.470766062483548353e-01
5.226460959497721603e+00 -1.178681566252670976e+01
4.293928491556080473e-01 8.424728522314445911e+00
-2.317418621706766046e+00 1.590365177143003450e+01
7.566832300876129125e+00 -9.545000250011300480e+00
-1.151299188728746259e+01 7.773672143907646159e-01
5.589262471415779032e-02 -3.137563106801488644e+00
1.493368076151305246e+01 6.799259797035652753e-01
-3.451970339535613164e+00 1.447402434787308678e+01
-1.143549312079650448e+01 -8.151287941556701000e+00
-2.846453628692881210e+00 2.755417610580181531e+00
-5.401159733123890305e-01 -1.358330089233319171e+01
7.030828464695122904e+00 -1.419428271431071664e+01
-9.105200486442237562e+00 -1.291908768833071086e+01
1.258285422470965997e+01 -3.183455810441934375e+00
2.582634815390399297e+00 1.369873765360003404e+01
1.402334269053347526e+01 7.131256171767020646e+00
-6.917394278737027946e-01 1.019386516288398070e+01
-1.028184042748225480e+01 3.746639268863045658e+00
-4.976321485205751571e+00 -7.296271973544916634e+00
7.996793719148524104e+00 1.212225074234578770e+01
1.291829993794507558e+01 -7.647748775248423669e+00
-1.285443347103601752e+00 -1.171036553273341241e+01
-6.377641975538402619e+00 -9.894714569957489658e+00
-2.420030725257376503e+00 1.035753225369866115e+01
-1.187914920152604026e+00 1.476149403399791993e+01
-2.592827501521604461e+00 -1.621729157599936855e+01
-1.173089677281386756e+01 -8.670604897905462849e-01
-9.810504261387105629e+00 -2.486731408715899150e+00
1.593271909562270139e+01 3.208536369750845552e+00
1.244954659403395780e+01 1.840287380557345642e+00
-7.198014483797352980e+00 -7.768440236503446172e+00
-2.900195553022488326e+00 -9.383072817012783062e+00
9.011565676490889132e-01 1.616663096394195520e+01
1.132204628935713586e+01 3.569998255370585127e+00
-7.164274876781245638e+00 2.094473585736309929e+00
-7.268117711740867293e+00 1.320189729429358394e+01
-1.264191365060663230e+01 3.980077358414231270e+00
2.410477147221214977e-01 -4.675189135547444863e+00
8.473399815632660648e+00 -1.355976779408173627e+01
-1.549329470524437369e+00 3.732446386161782925e-01
-6.750316709813146687e+00 -1.187212899045619352e+01
-3.543868514656486113e+00 6.004245956454258959e+00
4.836421865739300330e+00 -2.870871795560862694e+00
-1.415921921645381332e+01 2.630020710871633582e+00
-7.412560621233135194e+00 -1.254662311214648440e+00
2.334150492580771896e+00 -6.163007378783591506e+00
-5.263617730434431152e+00 -2.861111857273579417e+00
1.163637915530532752e+00 1.205990414043728620e+01
-6.409891585553044280e+00 1.169696028588563053e+01
-1.044061545327181051e+01 -6.549148945671955602e+00
1.527692510123934255e+00 1.016526816666807775e+01
-6.141522523355112284e+00 -1.551005588524458290e+01
1.194823526610410269e+01 1.065197058169971811e+01
4.474187400504352041e+00 1.194638225504785822e+00
-7.370813654286205718e+00 -1.366224329916750158e+01
-1.407934777867903620e+01 7.891933935481453943e+00
6.625398886872840620e+00 1.518523690277130100e+01
-2.457343448102314198e+00 1.320834466284318509e+01
5.035401061772468267e+00 -7.455063570527869388e+00
-8.033530299492287696e+00 -5.296798129108161390e+00
2.516515624603819390e+00 8.663794235662717114e+00
-6.450961228848694162e+00 -5.135098182834445524e+00
7.095189929387807126e+00 -6.424583389183364801e+00
1.417238069042316084e+01 -7.119249114238925813e-01
-1.274363587166466516e+01 9.525146349984751737e+00
4.693228603504522312e-01 -1.559672524153866036e+00
1.662148521867266027e+00 -1.011266324630788382e+01
1.198494425304069466e+00 -8.258819605101765049e+00
-4.835196368889036478e-01 3.313623251606031772e+00
1.232119860047696491e+01 -6.365651268686640663e-01
4.837423974365346879e+00 -4.738164628110361321e+00
-8.786922342130210950e+00 3.332776860913785555e+00
1.437182595024158260e+01 -5.739988723155475370e+00
-1.493637350285123766e+01 -3.977517738493151711e+00
6.280692214618362357e+00 4.784817073285847044e+00
