# Antenna elements layout
# Station label: stn.001.C1
# Number of antennas: 256
# Station diameter: 35.00 [m]
# Antenna minimum separation: 1.50 [m]
# X[m]  Y[m]
5.769317279561356315e+00 7.752418496452936125e+00
-6.097130621448332732e+00 1.355604335067376098e+01
1.361474434634418174e+01 -6.439158519051401797e+00
-5.448846911352800859e+00 -1.373843045624779080e+01
-4.597137436953621759e+00 1.664889387570291035e+00
5.270014309292815113e+00 -1.243143505942565952e+01
5.770678350513676946e+00 -8.825980000633137479e+00
-6.619857657556455166e+00 -9.815903514549225051e+00
-1.481723817522540365e+01 -2.743672110993873758e+00
4.698580404391570653e+00 1.010476049442336688e+01
1.154083760647992563e-01 -7.024865036451480194e+00
3.786350598762187047e+00 1.612152092019441341e+01
-1.134762808994895522e+01 8.112476545501468905e+00
9.955538667838048639e-01 2.824446822935477996e-01
-5.051910449497095001e+00 1.237768073641318267e+01
-8.115794235182178795e-01 6.471127041633817356e+00
1.635442623889051816e+00 -1.499039259304149496e+01
-8.664902208050234478e+00 1.154695885295522828e+01
4.119608911311424038e+00 7.964323697706753080e+00
4.264740251038290353e+00 1.636563367792195578e+00
-1.213906847930622490e+01 -3.483247526263761884e+00
5.476725954426022724e-01 9.936786182695406922e+00
9.402466396952913641e+00 -6.423665344981117187e+00
5.196934865590062458e+00 -1.203327803847287214e-01
-6.313142028818585771e+00 -1.200753749017517791e+01
-4.140869333785275330e+00 -1.273090966912432265e+01
-2.524092178438289480e+00 -1.472743400737598130e+01
1.624025489810971834e+00 1.206777113836144011e+01
-1.391712158293074353e+01 -7.345613662950146505e+00
1.194356949241519317e+01 3.078966284619713889e+00
6.867956920574258106e+00 -1.348217368565975249e+01
-6.733525420499226755e-01 -4.228071741674412465e+00
-1.184502542459834018e+01 2.954356658842463901e+00
-3.647450916745031080e+00 6.744683806298773732e+00
-1.381563909508403754e+01 7.937409754230341008e+00
8.979187364449323638e-01 -5.602771938638273497e+00
9.893148805886507802e+00 1.350947802742810566e+01
-2.560270885664639451e+00 1.562455900136711051e+01
1.384514027971167849e+01 -1.802836511961475097e+00
-7.543180066502458203e+00 1.343554000830454953e+00
5.101276795883595838e+00 1.381845134248509410e+01
1.392909384789994931e+01 5.245107936563115913e+00
1.061299725934270910e+01 4.473202430707232224e+00
-6.923071583686219554e+00 9.829947219955908366e+00
5.599263402516204025e+00 -5.298047638905234891e+00
1.625498380876053517e+01 4.922909392232774906e-01
-8.580024774551697320e+00 -2.036116620256542831e-01
7.732227723705346278e+00 -2.458098391198957344e+00
-1.516274556615440083e+01 3.334715349828268671e+00
-1.093995238268211700e+01 -1.097653710608131661e+01
2.782668498259020851e+00 2.513961475216035524e+00
1.179310627949650225e+01 -9.990764693131749752e+00
1.127465383020628664e+01 7.675286265786617435e+00
-7.216986365689137983e+00 -3.402576185022738287e+00
-9.147310544688416201e-01 -1.218708844008087766e+00
6.924653772937439555e+00 9.132915274548725648e+00
1.278853053598484735e+01 8.801317560801994233e+00
-8.957008629471058470e+00 8.289504998510636824e+00
1.497399630787651148e+01 1.502551775233818887e+00
8.362926855539679849e+00 -1.171147726714096748e+01
8.162775270967358665e+00 3.461874531272581379e+00
-1.605259250259222981e+01 -1.073901569958643165e+00
1.141886601648347721e+01 -3.378779700100707828e+00
-8.247986882285733401e+00 -1.165015484217387609e+01
1.737889145937707269e+00 -9.415253273015386171e+00
-4.960802512987832813e+00 9.149667564563888078e+00
-9.463713746955704664e+00 1.518411809010604685e+00
-1.206934904011417942e+01 8.737765219311626197e-01
-1.813039906855349770e+00 1.159061367428910927e+01
5.946531440983743977e+00 1.569582211711193054e+00
2.937382114468096717e+00 1.012535398910350892e+01
7.189498012775032976e+00 1.262891411148189036e+01
-9.203226475557777064e+00 -1.013007560074441926e+01
-3.965741641524573424e+00 -9.073909535305592300e+00
1.610948504533912740e+01 -4.513368407009469507e+00
-4.837591024980621768e+00 -1.082779603608400443e+01
1.038422441909571958e+01 -4.607813608097208302e+00
-6.737358826333293749e+00 5.455786377818800048e+00
4.041964707313951521e+00 -1.225976912886334702e+00
9.645291246462289081e+00 7.425613433391021090e+00
