# Antenna elements layout
# Station label: stn.449.S13-3
# Number of antennas: 256
# Station diameter: 35.00 [m]
# Antenna minimum separation: 1.50 [m]
# X[m]  Y[m]
-4.509567983619895415e-01 -1.351657042089527216e+01
-8.104102595429301559e+00 3.534374554157913906e+00
-1.325841275076915871e+01 -3.646548153031007544e+00
-1.757723070402255061e+00 6.835190784160126043e+00
8.323595768230081404e+00 -1.138315906471419581e+01
-5.623067907528371379e+00 5.852476012138286166e+00
-1.217528108649726981e+01 1.572957268664726627e+00
-7.630028151311764262e+00 8.742508066758887253e+00
1.535308865458301142e+01 -6.433062833515457157e+00
3.084780380368666641e+00 2.390395026396628708e+00
4.925493105144919781e+00 -6.578374202935286519e+00
-2.685698426084016432e+00 -1.362474674638757932e+00
1.303949207946555333e+01 -7.528714086903150360e+00
1.221688777009113025e+01 -1.053631340682742312e+01
-1.130030903484954052e+00 1.497749013148033015e+01
-6.778468894934167821e+00 -2.409677160873517465e+00
-1.305184729390304810e+01 6.155874102016205995e+00
-9.791624143642359002e-01 -3.151379968916517171e+00
1.372166147513261336e+01 7.917577511042143357e+00
2.525332795321478585e+00 -1.336229248843356032e+00
3.096316981705093951e+00 -1.323166691362249736e+01
-1.104462648768363309e+01 6.413325295615390331e+00
2.369692055620216564e+00 6.272889298572316363e+00
4.112319735260062004e+00 1.411131721920519766e+01
1.426319814980438849e+01 -6.815859407101889644e-01
-2.838978948935249491e+00 -1.293330117035260507e+01
1.162059888899478111e+01 8.312563735202665782e+00
-4.918168910168247976e+00 -1.036809115200418319e+01
1.363979202981474970e+01 -3.878434832576880709e+00
1.490774321282007264e+01 5.998551416049838991e+00
-1.049719499939484990e+01 1.050929971041498945e+01
9.437002123065845183e-01 -9.823384534445411376e+00
1.601404129233603868e+00 9.630475091070110238e+00
-1.044534274642876071e+01 -8.672710846660741879e+00
-1.127460235808056410e+01 -2.796182842293086779e+00
-1.857452810895274808e+00 -7.098377821720015746e+00
-3.747687994459264260e+00 -1.430442755407577948e+01
-9.433335375937364375e+00 8.277129482557196383e+00
-1.189867542530268807e+01 -1.231288064385896774e+00
8.813569154121985605e+00 9.653930788306343658e+00
-3.868774381209883373e+00 -3.744294834516178838e+00
-8.757983119745599510e+00 1.129749915562333484e+01
8.386411766242765964e+00 1.350969885392512637e+01
-1.414123347979019130e+01 8.694241949568446870e+00
-2.359119378012769275e+00 2.829889256536649356e+00
-7.378585688633425121e+00 5.035247369403794693e+00
-4.829167633804098969e+00 -7.438790227478170536e+00
-6.781638592966139356e-01 9.843943145533579298e+00
-4.758711103044831248e+00 8.201882938058105310e+00
-7.397416052010825638e-01 3.999695572472194982e+00
1.059367107904766669e+01 -7.235359030853427242e+00
-1.528968752859923619e+01 5.867347992940857182e+00
5.092694782248589291e+00 1.294880461995007437e+01
1.043880073740186276e+01 2.154412227912978040e+00
-7.764801461773766178e+00 -3.024084295679649870e-01
1.033655725256273428e+01 -1.063284800999537794e+01
9.719020661390466387e+00 1.257625366314511339e+01
-9.527155631285394222e+00 1.755960265167537671e+00
-5.279194551916987166e+00 7.397864983202495637e-02
-5.993972030547649155e+00 1.217144612619266297e+01
8.750166724074190938e+00 -1.794746662285266581e+00
1.506634179433527976e+01 -2.541412024908899170e+00
1.198570751079359553e+01 -6.259079913968029985e+00
2.675208542175095516e+00 -6.207240941349462915e+00
-1.245220860349118475e+01 -6.207384609974354817e+00
1.371088332266356957e+00 1.278375041698728509e+01
-6.475282263041902908e+00 -1.257751906922582918e+01
6.665507336110000125e+00 -1.009174268041449096e+01
6.771201207373920283e-01 -7.556387870074045665e+00
-3.480590862689426856e+00 1.220646215525665923e+01
1.045103574429935733e+01 -1.252945511189743399e+00
1.651693329071957095e+00 1.365724136047930415e+00
9.544884335901134165e+00 3.548354384543181084e+00
-8.453747229243585792e+00 1.422586086329092936e+01
-7.962012361685712136e+00 -9.778778215174272148e+00
5.223268404385429164e+00 5.831072965433747868e-02
3.252971494289553789e+00 1.232587279928097956e+01
5.301091103354256262e+00 1.919126180608074606e+00
-7.939607446022728610e+00 -3.573621246314962363e+00
-6.300306830057914809e+00 -8.705582154667883543e+00
1.189770593541566512e+01 1.048300282098658087e+01
7.968118487119369320e+00 3.237125595713223447e+00
1.766932346794522601e+00 -1.209830324063123363e+01
5.939665204759485562e+00 -1.541515683495215860e+01
3.067582638541924922e+00 4.489937103454391121e+00
6.083702355970608266e-01 -1.601060686366669472e+01
5.469730376685195239e+00 1.113426965778609556e+01
9.042065162821302238e-01 -4.666215185042180025e+00
-1.192147067572502550e+00 -1.600034670742256893e+01
-1.513250764800081960e+01 -3.608242648276158704e+00
-3.467087727948069187e+00 7.378982053371949235e+00
3.590484918456176899e+00 7.538805384629938544e-01
