# Antenna elements layout
# Station label: stn.497.N14-3
# Number of antennas: 256
# Station diameter: 35.00 [m]
# Antenna minimum separation: 1.50 [m]
# X[m]  Y[m]
7.469530121494514674e+00 -1.024560168788901748e+01
7.965851186300934472e+00 4.748997068344095851e+00
1.334031591654603943e+01 7.390753594252785774e-02
8.548498140010416080e+00 -7.610068609061606537e-01
1.167870864638818063e+01 -6.224554327017218114e+00
-1.507617899261897243e+01 2.987057673033007177e+00
-9.752279160137398151e+00 -8.441929321040811729e+00
-5.339267480031292479e+00 -6.269582557197088235e+00
-3.710053298267201427e+00 1.193370520955144443e+01
6.322485363503901112e+00 -8.402921987300793205e-01
-2.627576479067563753e-01 8.214963144853051347e+00
7.830537172224136810e+00 -3.524667988195337998e+00
-1.073047253483333918e+01 3.596500239110866914e-02
-1.246521062132759283e+01 7.826482601625063040e+00
6.283645022518200562e-01 3.152642578804165652e+00
-6.824008679966736324e+00 -1.122968352662651270e+01
1.127260767529725172e+01 -1.212397572745151564e+01
2.112678781342186340e+00 -3.222934595813631731e+00
5.382136255994609542e+00 -8.937828978150870185e+00
-7.820861714465243253e+00 -1.429771168979085871e+01
7.148238880172581133e+00 -6.270699145150588905e+00
1.259134731016603581e+01 1.994313492940410271e+00
8.644724902074187867e+00 8.374445676856847598e+00
5.208860646061726385e+00 8.591710074591553337e+00
-1.296722672111510377e+00 -8.615696557989842574e-01
-7.803547022617125961e+00 2.796308026819055215e+00
5.234205965183296172e+00 4.331714771829936694e+00
4.470572852110397122e+00 1.300841264009615728e+01
1.162080909477491630e+01 7.531365289323304069e-01
-2.084203199809010698e+00 1.504051757932032274e+00
3.214614484239621817e+00 1.629767442913617970e+01
-8.606857127571442945e+00 1.108762718626177701e+01
8.862283244075413791e+00 -6.649928078448198221e+00
-1.251689374332926263e+01 4.746843240652115270e+00
4.571746878656249180e+00 6.868234210496776626e+00
-3.374748526019237360e+00 4.860287424000492962e+00
-1.202856771169836847e+01 -6.504367273026172569e+00
5.007403941915423928e+00 -5.721306405764122971e+00
5.581541901694265562e+00 1.471304963459618875e+01
-1.081015714870179956e+01 -3.836118114126966461e+00
4.343070506986350665e-01 -8.707763396182201632e+00
3.781901341287170482e+00 -4.117962498261782400e-01
1.185931216034547475e+01 9.595230193030168664e+00
-1.074179151003012933e+01 6.673860528609200315e+00
3.640757718293262002e+00 1.835579917671992689e+00
1.439102084117269698e+01 1.697587286893352143e+00
1.599121677579756096e+01 1.393723001393485816e+00
-5.529493340261062428e+00 9.520844744475354560e+00
6.716247878241251357e+00 9.364244566784176271e+00
-2.329499048838112429e+00 -3.564225180950698402e+00
7.948544024070251623e+00 -1.187538599414439666e+01
-6.178931014180761849e-01 5.498190375041247080e+00
-1.255681449231008884e+01 1.056628646702619889e+01
3.537573078153762651e+00 -1.234136559929756238e+01
1.709191943295493843e+00 9.121949617782540543e+00
1.126759546796103706e+01 -9.157484537105219147e+00
9.847577181470612118e+00 1.255156301036650390e+01
1.600630658362793923e+01 4.667348731438519138e+00
-7.145064556093009500e+00 4.628746194097033140e+00
-8.066224221379471260e+00 -9.470737850160178439e+00
7.132242789533304261e+00 2.201920715009602958e+00
-2.378927742228148290e+00 6.760564813550352881e+00
