# Antenna elements layout
# Station label: stn.410.E13-6
# Number of antennas: 256
# Station diameter: 35.00 [m]
# Antenna minimum separation: 1.50 [m]
# X[m]  Y[m]
-7.358414841654417060e+00 2.147836665375251641e+00
-9.593670117530866293e+00 -7.348952912702081619e+00
2.225949046262105213e+00 -9.378563860092457460e+00
-1.296222208177795210e+00 -7.328852685259358068e+00
4.904514583975014830e-01 -1.022327165683565831e+01
-3.219523174352119099e-01 -3.589242494194474276e+00
-1.198591674345869684e+01 -6.756232783611741510e+00
2.220854270454122315e+00 -7.517396072110612337e+00
-2.017935580503653625e+00 -3.498631715440339462e+00
3.783884845175453648e+00 -3.360531621863428242e+00
-1.520378123194105413e+01 -5.176701189647268109e-01
-3.268654043126888453e+00 9.592771664545566068e+00
-3.919103055051580853e+00 -7.424917371300306712e+00
5.091247559493407238e+00 1.179122162748435088e+01
5.844165158474350363e+00 5.495300023234619857e+00
6.766985385692564137e+00 1.313803078512916400e+01
-1.347651141028492816e+01 2.686028436262830610e-01
-5.237725898056002194e+00 8.583085726506251234e+00
5.747184973399050989e-01 3.773933374410848529e+00
1.293431496151900006e+00 -1.318034855069434030e+01
-1.028041935947415375e+01 1.306683687967546348e+01
-1.215616451042740565e+01 -9.220824343806590662e-01
-3.734255447805912453e+00 -3.129027236180544236e+00
-1.045232378316164557e+00 2.142880098260054211e+00
-1.327961425473491275e+01 4.297082975947283501e+00
1.003246596956522652e+01 7.919487293741532596e+00
1.028215895492202492e+01 -1.230739801130336986e+01
1.450434794995095444e+01 1.426347336072431915e+00
3.389432073738849027e+00 1.203315728617432612e+01
-1.898768589456725664e+00 1.283037218551562475e+01
4.597085761773634260e+00 2.266742608114004298e+00
-9.657454914978824689e+00 2.210148436624812973e+00
-8.049845762209454136e+00 1.452220915029299420e+01
1.336095506162887858e+01 7.320158510098199400e+00
1.293704327451328240e+01 -7.188188322460815627e+00
1.196665064249881993e+01 -1.202088012861420196e+00
6.513389046492299883e+00 3.120246986205856388e+00
-5.461390894977421695e+00 -9.020795828033380204e+00
-1.514235837253809969e+01 -4.878822446964351300e+00
7.580306544609776154e-01 1.535577749533914016e-01
-8.378800840688573004e+00 1.107190390850512784e+01
-6.099954222327857778e+00 4.718453625741048540e+00
2.513721700169217144e+00 4.239367117500158599e+00
1.552853304205470408e-02 1.227893539250358401e+01
-8.388172711844664065e+00 8.404480281616994120e+00
-1.103800782973682004e+01 -8.251311691881275223e+00
9.359761005783742149e+00 2.411657061681449221e+00
-1.115797094291817615e+01 -1.112626053365992185e+01
1.244254651043896231e+01 1.520840817804270273e+00
-5.742699884991640857e+00 1.353409422985802735e+01
9.078921494383166646e+00 -4.912234493704238147e+00
1.302200254835594251e+01 -4.265634942598877544e+00
-2.784815673827221616e+00 1.500477842133457784e+01
6.415051067391420503e+00 -6.819322561274553607e+00
-9.997952531336196103e-02 9.064553415699329264e+00
-5.971053799239236071e+00 1.001786371190281599e+01
-2.538236537682633909e+00 4.056877657277340177e+00
-2.267375784352394064e+00 -8.900383787115309531e+00
-5.032563673702492579e+00 -6.604294887698287653e-01
9.291508898249603021e-01 -4.428095955768057479e+00
