# Antenna elements layout
# Station label: stn.020.C20
# Number of antennas: 256
# Station diameter: 35.00 [m]
# Antenna minimum separation: 1.50 [m]
# X[m]  Y[m]
1.316919259494308747e+01 6.892949541527855217e-01
1.116027318089410869e+01 8.033878507146035020e-01
3.593624943326997112e+00 -2.973054233383152223e-01
1.413189798160436794e+01 4.856607150979520782e+00
6.122227753152341023e+00 -6.782143233044907404e+00
-4.476358430360436458e+00 -4.936130484076439728e+00
-1.261719393837989145e+00 -1.644866548910749771e+01
5.189696221399611176e+00 2.396814444783768039e+00
-4.573163696965369951e+00 1.460611796868336398e+01
-8.327321342188167108e+00 2.327279321038179916e+00
9.291998135094477362e+00 1.229574789782170541e+01
6.969382870068567826e+00 8.098842116300939864e+00
-1.603196110700134014e+00 3.389701817322158917e+00
-2.496303079173079809e+00 -7.915501707683445076e+00
-1.303122281377225100e+01 2.960293036447673387e+00
-1.188668247660017485e+01 1.714856451354275890e+00
-1.212008637228356100e+01 6.912332071949371937e+00
-2.973927987808801632e+00 8.880117164758605242e+00
-7.560472534240680886e-01 -5.283384600671539033e-01
1.107792374786044576e+01 1.078475528504432290e+01
2.274082022737506037e+00 -8.624793485445833241e+00
1.054065421178213668e+01 -4.762913400016799415e+00
1.365742349531871014e-01 1.113252220801801329e+01
3.805607803341448658e+00 1.347914334316480733e+01
-5.320121457214272098e+00 4.627116660890088440e+00
-3.452071387430390104e+00 -2.224068101693106314e+00
-5.010749669591215039e+00 -8.596348181632770036e+00
3.490581571160451091e+00 -1.931472945953935039e+00
1.226356428416839961e+01 2.995061711507048585e+00
-1.478068655447044399e+01 1.290011611624979793e+00
-2.697661539211143378e+00 1.299474162202708527e+01
1.066602795373530199e+00 -6.647887773050385363e+00
8.396380215319936724e+00 -3.548061367885146922e-01
-2.161350813703874607e+00 -4.853219132051499685e+00
-2.301072606037173784e+00 -1.027178973191640310e+01
3.079890980156321234e+00 3.704027920628575998e+00
1.133104841678732555e+01 -7.833352664630389484e+00
1.369529113531019249e+00 -1.225743911383034401e+00
-9.271113960609689286e+00 -1.126775400898701207e+01
3.693940423388891503e+00 1.575526773502286915e+01
4.833055986929693404e+00 1.197514581091450836e+01
-3.197090096356109967e+00 -1.442169392350010071e+01
-1.005158306500200460e+01 1.128690588255999927e+01
1.309242888028650498e+01 -7.056552080025292994e+00
9.216973488451358776e+00 8.164898281666317814e+00
-1.093001236660169440e+01 4.796266691302225382e+00
